5400	4.44E-09
5399	4.43E-09
5398	4.43E-09
5397	4.42E-09
5396	4.41E-09
5395	4.41E-09
5394	4.41E-09
5393	4.40E-09
5392	4.40E-09
5391	4.39E-09
5390	4.39E-09
5389	4.38E-09
5388	4.38E-09
5387	4.38E-09
5386	4.37E-09
5385	4.37E-09
5384	4.36E-09
5383	4.36E-09
5382	4.36E-09
5381	4.36E-09
5380	4.35E-09
5379	4.35E-09
5378	4.35E-09
5377	4.35E-09
5376	4.34E-09
5375	4.34E-09
5374	4.34E-09
5373	4.34E-09
5372	4.34E-09
5371	4.33E-09
5370	4.33E-09
5369	4.33E-09
5368	4.33E-09
5367	4.33E-09
5366	4.33E-09
5365	4.33E-09
5364	4.33E-09
5363	4.33E-09
5362	4.33E-09
5361	4.33E-09
5360	4.33E-09
5359	4.33E-09
5358	4.33E-09
5357	4.33E-09
5356	4.33E-09
5355	4.33E-09
5354	4.33E-09
5353	4.33E-09
5352	4.33E-09
5351	4.33E-09
5350	4.33E-09
5349	4.34E-09
5348	4.34E-09
5347	4.34E-09
5346	4.34E-09
5345	4.34E-09
5344	4.35E-09
5343	4.35E-09
5342	4.35E-09
5341	4.35E-09
5340	4.36E-09
5339	4.36E-09
5338	4.36E-09
5337	4.37E-09
5336	4.37E-09
5335	4.37E-09
5334	4.38E-09
5333	4.38E-09
5332	4.39E-09
5331	4.39E-09
5330	4.39E-09
5329	4.40E-09
5328	4.40E-09
5327	4.41E-09
5326	4.41E-09
5325	4.42E-09
5324	4.42E-09
5323	4.43E-09
5322	4.43E-09
5321	4.44E-09
5320	4.45E-09
5319	4.45E-09
5318	4.46E-09
5317	4.46E-09
5316	4.47E-09
5315	4.48E-09
5314	4.49E-09
5313	4.49E-09
5312	4.50E-09
5311	4.51E-09
5310	4.51E-09
5309	4.52E-09
5308	4.53E-09
5307	4.54E-09
5306	4.55E-09
5305	4.55E-09
5304	4.56E-09
5303	4.57E-09
5302	4.58E-09
5301	4.59E-09
5300	4.60E-09
5299	4.61E-09
5298	4.62E-09
5297	4.63E-09
5296	4.64E-09
5295	4.65E-09
5294	4.66E-09
5293	4.67E-09
5292	4.68E-09
5291	4.69E-09
5290	4.70E-09
5289	4.71E-09
5288	4.72E-09
5287	4.73E-09
5286	4.75E-09
5285	4.76E-09
5284	4.77E-09
5283	4.78E-09
5282	4.80E-09
5281	4.81E-09
5280	4.82E-09
5279	4.84E-09
5278	4.85E-09
5277	4.86E-09
5276	4.88E-09
5275	4.89E-09
5274	4.90E-09
5273	4.92E-09
5272	4.93E-09
5271	4.95E-09
5270	4.96E-09
5269	4.98E-09
5268	4.99E-09
5267	5.01E-09
5266	5.03E-09
5265	5.04E-09
5264	5.06E-09
5263	5.07E-09
5262	5.09E-09
5261	5.11E-09
5260	5.13E-09
5259	5.14E-09
5258	5.16E-09
5257	5.18E-09
5256	5.20E-09
5255	5.22E-09
5254	5.24E-09
5253	5.26E-09
5252	5.27E-09
5251	5.29E-09
5250	5.31E-09
5249	5.33E-09
5248	5.35E-09
5247	5.38E-09
5246	5.40E-09
5245	5.42E-09
5244	5.44E-09
5243	5.46E-09
5242	5.48E-09
5241	5.50E-09
5240	5.53E-09
5239	5.55E-09
5238	5.57E-09
5237	5.60E-09
5236	5.62E-09
5235	5.64E-09
5234	5.67E-09
5233	5.69E-09
5232	5.72E-09
5231	5.74E-09
5230	5.77E-09
5229	5.80E-09
5228	5.82E-09
5227	5.85E-09
5226	5.88E-09
5225	5.90E-09
5224	5.93E-09
5223	5.96E-09
5222	5.99E-09
5221	6.02E-09
5220	6.04E-09
5219	6.07E-09
5218	6.10E-09
5217	6.13E-09
5216	6.16E-09
5215	6.19E-09
5214	6.23E-09
5213	6.26E-09
5212	6.29E-09
5211	6.32E-09
5210	6.35E-09
5209	6.39E-09
5208	6.42E-09
5207	6.46E-09
5206	6.49E-09
5205	6.53E-09
5204	6.56E-09
5203	6.60E-09
5202	6.63E-09
5201	6.67E-09
5200	6.71E-09
5199	6.74E-09
5198	6.78E-09
5197	6.82E-09
5196	6.86E-09
5195	6.90E-09
5194	6.94E-09
5193	6.98E-09
5192	7.02E-09
5191	7.06E-09
5190	7.10E-09
5189	7.14E-09
5188	7.19E-09
5187	7.23E-09
5186	7.27E-09
5185	7.32E-09
5184	7.36E-09
5183	7.41E-09
5182	7.45E-09
5181	7.50E-09
5180	7.55E-09
5179	7.60E-09
5178	7.65E-09
5177	7.69E-09
5176	7.74E-09
5175	7.79E-09
5174	7.85E-09
5173	7.90E-09
5172	7.95E-09
5171	8.00E-09
5170	8.05E-09
5169	8.11E-09
5168	8.16E-09
5167	8.22E-09
5166	8.27E-09
5165	8.33E-09
5164	8.39E-09
5163	8.45E-09
5162	8.51E-09
5161	8.56E-09
5160	8.63E-09
5159	8.69E-09
5158	8.75E-09
5157	8.81E-09
5156	8.87E-09
5155	8.94E-09
5154	9.00E-09
5153	9.07E-09
5152	9.14E-09
5151	9.20E-09
5150	9.27E-09
5149	9.34E-09
5148	9.41E-09
5147	9.48E-09
5146	9.55E-09
5145	9.63E-09
5144	9.70E-09
5143	9.77E-09
5142	9.85E-09
5141	9.93E-09
5140	1.00E-08
5139	1.01E-08
5138	1.02E-08
5137	1.02E-08
5136	1.03E-08
5135	1.04E-08
5134	1.05E-08
5133	1.06E-08
5132	1.07E-08
5131	1.07E-08
5130	1.08E-08
5129	1.09E-08
5128	1.10E-08
5127	1.11E-08
5126	1.12E-08
5125	1.13E-08
5124	1.14E-08
5123	1.15E-08
5122	1.16E-08
5121	1.17E-08
5120	1.18E-08
5119	1.19E-08
5118	1.20E-08
5117	1.21E-08
5116	1.22E-08
5115	1.23E-08
5114	1.24E-08
5113	1.25E-08
5112	1.26E-08
5111	1.27E-08
5110	1.28E-08
5109	1.30E-08
5108	1.31E-08
5107	1.32E-08
5106	1.33E-08
5105	1.34E-08
5104	1.36E-08
5103	1.37E-08
5102	1.38E-08
5101	1.39E-08
5100	1.41E-08
5099	1.42E-08
5098	1.43E-08
5097	1.45E-08
5096	1.46E-08
5095	1.47E-08
5094	1.49E-08
5093	1.50E-08
5092	1.52E-08
5091	1.53E-08
5090	1.55E-08
5089	1.56E-08
5088	1.58E-08
5087	1.59E-08
5086	1.61E-08
5085	1.62E-08
5084	1.64E-08
5083	1.65E-08
5082	1.67E-08
5081	1.69E-08
5080	1.70E-08
5079	1.72E-08
5078	1.74E-08
5077	1.76E-08
5076	1.77E-08
5075	1.79E-08
5074	1.81E-08
5073	1.83E-08
5072	1.85E-08
5071	1.87E-08
5070	1.88E-08
5069	1.90E-08
5068	1.92E-08
5067	1.94E-08
5066	1.96E-08
5065	1.99E-08
5064	2.01E-08
5063	2.03E-08
5062	2.05E-08
5061	2.07E-08
5060	2.09E-08
5059	2.11E-08
5058	2.14E-08
5057	2.16E-08
5056	2.18E-08
5055	2.21E-08
5054	2.23E-08
5053	2.25E-08
5052	2.28E-08
5051	2.30E-08
5050	2.33E-08
5049	2.35E-08
5048	2.38E-08
5047	2.41E-08
5046	2.43E-08
5045	2.46E-08
5044	2.49E-08
5043	2.51E-08
5042	2.54E-08
5041	2.57E-08
5040	2.60E-08
5039	2.63E-08
5038	2.66E-08
5037	2.69E-08
5036	2.72E-08
5035	2.75E-08
5034	2.78E-08
5033	2.81E-08
5032	2.84E-08
5031	2.88E-08
5030	2.91E-08
5029	2.94E-08
5028	2.98E-08
5027	3.01E-08
5026	3.04E-08
5025	3.08E-08
5024	3.11E-08
5023	3.15E-08
5022	3.19E-08
5021	3.22E-08
5020	3.26E-08
5019	3.30E-08
5018	3.34E-08
5017	3.38E-08
5016	3.42E-08
5015	3.46E-08
5014	3.50E-08
5013	3.54E-08
5012	3.58E-08
5011	3.62E-08
5010	3.66E-08
5009	3.71E-08
5008	3.75E-08
5007	3.79E-08
5006	3.84E-08
5005	3.88E-08
5004	3.93E-08
5003	3.98E-08
5002	4.02E-08
5001	4.07E-08
5000	4.12E-08
4999	4.17E-08
4998	4.22E-08
4997	4.26E-08
4996	4.32E-08
4995	4.37E-08
4994	4.42E-08
4993	4.47E-08
4992	4.52E-08
4991	4.58E-08
4990	4.63E-08
4989	4.68E-08
4988	4.74E-08
4987	4.79E-08
4986	4.85E-08
4985	4.91E-08
4984	4.97E-08
4983	5.02E-08
4982	5.08E-08
4981	5.14E-08
4980	5.20E-08
4979	5.27E-08
4978	5.33E-08
4977	5.39E-08
4976	5.45E-08
4975	5.52E-08
4974	5.58E-08
4973	5.65E-08
4972	5.71E-08
4971	5.78E-08
4970	5.85E-08
4969	5.91E-08
4968	5.98E-08
4967	6.05E-08
4966	6.12E-08
4965	6.19E-08
4964	6.27E-08
4963	6.34E-08
4962	6.41E-08
4961	6.49E-08
4960	6.56E-08
4959	6.64E-08
4958	6.71E-08
4957	6.79E-08
4956	6.87E-08
4955	6.94E-08
4954	7.02E-08
4953	7.10E-08
4952	7.18E-08
4951	7.26E-08
4950	7.35E-08
4949	7.43E-08
4948	7.51E-08
4947	7.60E-08
4946	7.68E-08
4945	7.77E-08
4944	7.85E-08
4943	7.94E-08
4942	8.03E-08
4941	8.12E-08
4940	8.21E-08
4939	8.30E-08
4938	8.39E-08
4937	8.48E-08
4936	8.57E-08
4935	8.66E-08
4934	8.76E-08
4933	8.85E-08
4932	8.95E-08
4931	9.04E-08
4930	9.14E-08
4929	9.24E-08
4928	9.33E-08
4927	9.43E-08
4926	9.53E-08
4925	9.63E-08
4924	9.73E-08
4923	9.83E-08
4922	9.93E-08
4921	1.00E-07
4920	1.01E-07
4919	1.02E-07
4918	1.03E-07
4917	1.05E-07
4916	1.06E-07
4915	1.07E-07
4914	1.08E-07
4913	1.09E-07
4912	1.10E-07
4911	1.11E-07
4910	1.12E-07
4909	1.13E-07
4908	1.14E-07
4907	1.15E-07
4906	1.16E-07
4905	1.18E-07
4904	1.19E-07
4903	1.20E-07
4902	1.21E-07
4901	1.22E-07
4900	1.23E-07
4899	1.24E-07
4898	1.26E-07
4897	1.27E-07
4896	1.28E-07
4895	1.29E-07
4894	1.30E-07
4893	1.31E-07
4892	1.32E-07
4891	1.34E-07
4890	1.35E-07
4889	1.36E-07
4888	1.37E-07
4887	1.38E-07
4886	1.39E-07
4885	1.41E-07
4884	1.42E-07
4883	1.43E-07
4882	1.44E-07
4881	1.45E-07
4880	1.47E-07
4879	1.48E-07
4878	1.49E-07
4877	1.50E-07
4876	1.52E-07
4875	1.53E-07
4874	1.54E-07
4873	1.55E-07
4872	1.57E-07
4871	1.58E-07
4870	1.59E-07
4869	1.60E-07
4868	1.62E-07
4867	1.63E-07
4866	1.64E-07
4865	1.65E-07
4864	1.67E-07
4863	1.68E-07
4862	1.69E-07
4861	1.71E-07
4860	1.72E-07
4859	1.73E-07
4858	1.74E-07
4857	1.76E-07
4856	1.77E-07
4855	1.78E-07
4854	1.80E-07
4853	1.81E-07
4852	1.82E-07
4851	1.84E-07
4850	1.85E-07
4849	1.87E-07
4848	1.88E-07
4847	1.89E-07
4846	1.91E-07
4845	1.92E-07
4844	1.93E-07
4843	1.95E-07
4842	1.96E-07
4841	1.98E-07
4840	1.99E-07
4839	2.01E-07
4838	2.02E-07
4837	2.03E-07
4836	2.05E-07
4835	2.06E-07
4834	2.08E-07
4833	2.09E-07
4832	2.11E-07
4831	2.12E-07
4830	2.14E-07
4829	2.15E-07
4828	2.17E-07
4827	2.18E-07
4826	2.20E-07
4825	2.22E-07
4824	2.23E-07
4823	2.25E-07
4822	2.26E-07
4821	2.28E-07
4820	2.30E-07
4819	2.31E-07
4818	2.33E-07
4817	2.35E-07
4816	2.36E-07
4815	2.38E-07
4814	2.40E-07
4813	2.41E-07
4812	2.43E-07
4811	2.45E-07
4810	2.47E-07
4809	2.48E-07
4808	2.50E-07
4807	2.52E-07
4806	2.54E-07
4805	2.55E-07
4804	2.57E-07
4803	2.59E-07
4802	2.61E-07
4801	2.63E-07
4800	2.65E-07
4799	2.67E-07
4798	2.69E-07
4797	2.71E-07
4796	2.73E-07
4795	2.75E-07
4794	2.77E-07
4793	2.79E-07
4792	2.81E-07
4791	2.83E-07
4790	2.85E-07
4789	2.87E-07
4788	2.89E-07
4787	2.91E-07
4786	2.94E-07
4785	2.96E-07
4784	2.98E-07
4783	3.00E-07
4782	3.03E-07
4781	3.05E-07
4780	3.07E-07
4779	3.10E-07
4778	3.12E-07
4777	3.15E-07
4776	3.17E-07
4775	3.20E-07
4774	3.22E-07
4773	3.25E-07
4772	3.27E-07
4771	3.30E-07
4770	3.33E-07
4769	3.35E-07
4768	3.38E-07
4767	3.41E-07
4766	3.44E-07
4765	3.46E-07
4764	3.49E-07
4763	3.52E-07
4762	3.55E-07
4761	3.58E-07
4760	3.61E-07
4759	3.64E-07
4758	3.67E-07
4757	3.71E-07
4756	3.74E-07
4755	3.77E-07
4754	3.80E-07
4753	3.84E-07
4752	3.87E-07
4751	3.90E-07
4750	3.94E-07
4749	3.97E-07
4748	4.01E-07
4747	4.05E-07
4746	4.08E-07
4745	4.12E-07
4744	4.16E-07
4743	4.20E-07
4742	4.24E-07
4741	4.28E-07
4740	4.32E-07
4739	4.36E-07
4738	4.40E-07
4737	4.44E-07
4736	4.48E-07
4735	4.52E-07
4734	4.57E-07
4733	4.61E-07
4732	4.65E-07
4731	4.70E-07
4730	4.74E-07
4729	4.79E-07
4728	4.84E-07
4727	4.89E-07
4726	4.94E-07
4725	4.98E-07
4724	5.04E-07
4723	5.09E-07
4722	5.14E-07
4721	5.19E-07
4720	5.24E-07
4719	5.30E-07
4718	5.35E-07
4717	5.41E-07
4716	5.47E-07
4715	5.53E-07
4714	5.58E-07
4713	5.64E-07
4712	5.71E-07
4711	5.77E-07
4710	5.83E-07
4709	5.90E-07
4708	5.96E-07
4707	6.03E-07
4706	6.09E-07
4705	6.16E-07
4704	6.23E-07
4703	6.30E-07
4702	6.37E-07
4701	6.44E-07
4700	6.52E-07
4699	6.59E-07
4698	6.67E-07
4697	6.75E-07
4696	6.83E-07
4695	6.91E-07
4694	6.99E-07
4693	7.07E-07
4692	7.16E-07
4691	7.24E-07
4690	7.33E-07
4689	7.42E-07
4688	7.51E-07
4687	7.60E-07
4686	7.70E-07
4685	7.79E-07
4684	7.89E-07
4683	7.99E-07
4682	8.09E-07
4681	8.19E-07
4680	8.30E-07
4679	8.40E-07
4678	8.51E-07
4677	8.62E-07
4676	8.73E-07
4675	8.85E-07
4674	8.96E-07
4673	9.08E-07
4672	9.20E-07
4671	9.33E-07
4670	9.45E-07
4669	9.58E-07
4668	9.71E-07
4667	9.84E-07
4666	9.97E-07
4665	1.01E-06
4664	1.03E-06
4663	1.04E-06
4662	1.05E-06
4661	1.07E-06
4660	1.08E-06
4659	1.10E-06
4658	1.11E-06
4657	1.13E-06
4656	1.15E-06
4655	1.16E-06
4654	1.18E-06
4653	1.20E-06
4652	1.22E-06
4651	1.23E-06
4650	1.25E-06
4649	1.27E-06
4648	1.29E-06
4647	1.31E-06
4646	1.33E-06
4645	1.35E-06
4644	1.37E-06
4643	1.39E-06
4642	1.41E-06
4641	1.43E-06
4640	1.46E-06
4639	1.48E-06
4638	1.50E-06
4637	1.53E-06
4636	1.55E-06
4635	1.57E-06
4634	1.60E-06
4633	1.63E-06
4632	1.65E-06
4631	1.68E-06
4630	1.71E-06
4629	1.73E-06
4628	1.76E-06
4627	1.79E-06
4626	1.82E-06
4625	1.85E-06
4624	1.88E-06
4623	1.91E-06
4622	1.95E-06
4621	1.98E-06
4620	2.01E-06
4619	2.05E-06
4618	2.08E-06
4617	2.12E-06
4616	2.16E-06
4615	2.19E-06
4614	2.23E-06
4613	2.27E-06
4612	2.31E-06
4611	2.35E-06
4610	2.39E-06
4609	2.44E-06
4608	2.48E-06
4607	2.53E-06
4606	2.57E-06
4605	2.62E-06
4604	2.67E-06
4603	2.72E-06
4602	2.77E-06
4601	2.82E-06
4600	2.87E-06
4599	2.92E-06
4598	2.98E-06
4597	3.04E-06
4596	3.09E-06
4595	3.15E-06
4594	3.21E-06
4593	3.27E-06
4592	3.34E-06
4591	3.40E-06
4590	3.47E-06
4589	3.54E-06
4588	3.61E-06
4587	3.68E-06
4586	3.75E-06
4585	3.83E-06
4584	3.90E-06
4583	3.98E-06
4582	4.06E-06
4581	4.14E-06
4580	4.23E-06
4579	4.31E-06
4578	4.40E-06
4577	4.49E-06
4576	4.58E-06
4575	4.68E-06
4574	4.78E-06
4573	4.88E-06
4572	4.98E-06
4571	5.08E-06
4570	5.19E-06
4569	5.30E-06
4568	5.41E-06
4567	5.53E-06
4566	5.65E-06
4565	5.77E-06
4564	5.89E-06
4563	6.02E-06
4562	6.15E-06
4561	6.28E-06
4560	6.42E-06
4559	6.56E-06
4558	6.71E-06
4557	6.86E-06
4556	7.01E-06
4555	7.17E-06
4554	7.33E-06
4553	7.50E-06
4552	7.66E-06
4551	7.84E-06
4550	8.02E-06
4549	8.20E-06
4548	8.39E-06
4547	8.58E-06
4546	8.78E-06
4545	8.99E-06
4544	9.20E-06
4543	9.41E-06
4542	9.64E-06
4541	9.87E-06
4540	1.01E-05
4539	1.03E-05
4538	1.06E-05
4537	1.08E-05
4536	1.11E-05
4535	1.14E-05
4534	1.16E-05
4533	1.19E-05
4532	1.22E-05
4531	1.25E-05
4530	1.28E-05
4529	1.31E-05
4528	1.35E-05
4527	1.38E-05
4526	1.41E-05
4525	1.45E-05
4524	1.49E-05
4523	1.52E-05
4522	1.56E-05
4521	1.60E-05
4520	1.64E-05
4519	1.68E-05
4518	1.73E-05
4517	1.77E-05
4516	1.82E-05
4515	1.86E-05
4514	1.91E-05
4513	1.96E-05
4512	2.01E-05
4511	2.07E-05
4510	2.12E-05
4509	2.18E-05
4508	2.24E-05
4507	2.30E-05
4506	2.36E-05
4505	2.42E-05
4504	2.48E-05
4503	2.55E-05
4502	2.62E-05
4501	2.69E-05
4500	2.77E-05
4499	2.84E-05
4498	2.91E-05
4497	2.99E-05
4496	3.07E-05
4495	3.16E-05
4494	3.24E-05
4493	3.33E-05
4492	3.42E-05
4491	3.51E-05
4490	3.61E-05
4489	3.71E-05
4488	3.81E-05
4487	3.92E-05
4486	4.03E-05
4485	4.14E-05
4484	4.25E-05
4483	4.37E-05
4482	4.50E-05
4481	4.62E-05
4480	4.75E-05
4479	4.89E-05
4478	5.03E-05
4477	5.17E-05
4476	5.32E-05
4475	5.47E-05
4474	5.62E-05
4473	5.79E-05
4472	5.95E-05
4471	6.13E-05
4470	6.30E-05
4469	6.49E-05
4468	6.68E-05
4467	6.87E-05
4466	7.07E-05
4465	7.28E-05
4464	7.49E-05
4463	7.71E-05
4462	7.94E-05
4461	8.18E-05
4460	8.42E-05
4459	8.67E-05
4458	8.93E-05
4457	9.20E-05
4456	9.47E-05
4455	9.75E-05
4454	1.00E-04
4453	1.04E-04
4452	1.07E-04
4451	1.10E-04
4450	1.13E-04
4449	1.17E-04
4448	1.20E-04
4447	1.24E-04
4446	1.28E-04
4445	1.32E-04
4444	1.36E-04
4443	1.40E-04
4442	1.44E-04
4441	1.49E-04
4440	1.53E-04
4439	1.58E-04
4438	1.63E-04
4437	1.68E-04
4436	1.73E-04
4435	1.78E-04
4434	1.84E-04
4433	1.90E-04
4432	1.96E-04
4431	2.02E-04
4430	2.08E-04
4429	2.15E-04
4428	2.21E-04
4427	2.28E-04
4426	2.36E-04
4425	2.43E-04
4424	2.51E-04
4423	2.59E-04
4422	2.67E-04
4421	2.75E-04
4420	2.84E-04
4419	2.93E-04
4418	3.02E-04
4417	3.12E-04
4416	3.22E-04
4415	3.32E-04
4414	3.43E-04
4413	3.54E-04
4412	3.65E-04
4411	3.77E-04
4410	3.89E-04
4409	4.01E-04
4408	4.14E-04
4407	4.27E-04
4406	4.41E-04
4405	4.55E-04
4404	4.70E-04
4403	4.85E-04
4402	5.01E-04
4401	5.17E-04
4400	5.33E-04
4399	5.51E-04
4398	5.68E-04
4397	5.87E-04
4396	6.06E-04
4395	6.25E-04
4394	6.45E-04
4393	6.66E-04
4392	6.88E-04
4391	7.10E-04
4390	7.33E-04
4389	7.56E-04
4388	7.81E-04
4387	8.06E-04
4386	8.32E-04
4385	8.59E-04
4384	8.87E-04
4383	9.16E-04
4382	9.45E-04
4381	9.76E-04
4380	1.01E-03
4379	1.04E-03
4378	1.07E-03
4377	1.11E-03
4376	1.14E-03
4375	1.18E-03
4374	1.22E-03
4373	1.26E-03
4372	1.30E-03
4371	1.34E-03
4370	1.39E-03
4369	1.43E-03
4368	1.48E-03
4367	1.52E-03
4366	1.57E-03
4365	1.62E-03
4364	1.68E-03
4363	1.73E-03
4362	1.79E-03
4361	1.85E-03
4360	1.91E-03
4359	1.97E-03
4358	2.03E-03
4357	2.10E-03
4356	2.17E-03
4355	2.24E-03
4354	2.31E-03
4353	2.38E-03
4352	2.46E-03
4351	2.54E-03
4350	2.62E-03
4349	2.71E-03
4348	2.80E-03
4347	2.89E-03
4346	2.98E-03
4345	3.08E-03
4344	3.18E-03
4343	3.28E-03
4342	3.39E-03
4341	3.50E-03
4340	3.62E-03
4339	3.74E-03
4338	3.86E-03
4337	3.99E-03
4336	4.12E-03
4335	4.25E-03
4334	4.39E-03
4333	4.54E-03
4332	4.69E-03
4331	4.85E-03
4330	5.01E-03
4329	5.17E-03
4328	5.35E-03
4327	5.53E-03
4326	5.71E-03
4325	5.90E-03
4324	6.10E-03
4323	6.31E-03
4322	6.52E-03
4321	6.74E-03
4320	6.97E-03
4319	7.20E-03
4318	7.45E-03
4317	7.70E-03
4316	7.97E-03
4315	8.24E-03
4314	8.53E-03
4313	8.82E-03
4312	9.13E-03
4311	9.44E-03
4310	9.77E-03
4309	1.01E-02
4308	1.05E-02
4307	1.08E-02
4306	1.12E-02
4305	1.16E-02
4304	1.20E-02
4303	1.25E-02
4302	1.29E-02
4301	1.34E-02
4300	1.38E-02
4299	1.43E-02
4298	1.49E-02
4297	1.54E-02
4296	1.60E-02
4295	1.66E-02
4294	1.72E-02
4293	1.78E-02
4292	1.85E-02
4291	1.92E-02
4290	1.99E-02
4289	2.06E-02
4288	2.14E-02
4287	2.22E-02
4286	2.31E-02
4285	2.40E-02
4284	2.49E-02
4283	2.58E-02
4282	2.68E-02
4281	2.79E-02
4280	2.90E-02
4279	3.01E-02
4278	3.13E-02
4277	3.26E-02
4276	3.39E-02
4275	3.52E-02
4274	3.66E-02
4273	3.81E-02
4272	3.97E-02
4271	4.13E-02
4270	4.30E-02
4269	4.48E-02
4268	4.67E-02
4267	4.86E-02
4266	5.07E-02
4265	5.28E-02
4264	5.51E-02
4263	5.74E-02
4262	5.99E-02
4261	6.25E-02
4260	6.52E-02
4259	6.81E-02
4258	7.11E-02
4257	7.43E-02
4256	7.76E-02
4255	8.10E-02
4254	8.47E-02
4253	8.86E-02
4252	9.26E-02
4251	9.69E-02
4250	1.01E-01
4249	1.06E-01
4248	1.11E-01
4247	1.16E-01
4246	1.22E-01
4245	1.28E-01
4244	1.34E-01
4243	1.40E-01
4242	1.47E-01
4241	1.54E-01
4240	1.62E-01
4239	1.70E-01
4238	1.78E-01
4237	1.87E-01
4236	1.97E-01
4235	2.07E-01
4234	2.17E-01
4233	2.28E-01
4232	2.40E-01
4231	2.53E-01
4230	2.66E-01
4229	2.80E-01
4228	2.95E-01
4227	3.11E-01
4226	3.28E-01
4225	3.46E-01
4224	3.65E-01
4223	3.85E-01
4222	4.07E-01
4221	4.29E-01
4220	4.54E-01
4219	4.79E-01
4218	5.07E-01
4217	5.36E-01
4216	5.67E-01
4215	6.00E-01
4214	6.36E-01
4213	6.74E-01
4212	7.14E-01
4211	7.57E-01
4210	8.03E-01
4209	8.52E-01
4208	9.05E-01
4207	9.61E-01
4206	1.02E+00
4205	1.09E+00
4204	1.16E+00
4203	1.23E+00
4202	1.31E+00
4201	1.39E+00
4200	1.48E+00
4199	1.58E+00
4198	1.69E+00
4197	1.80E+00
4196	1.92E+00
4195	2.05E+00
4194	2.20E+00
4193	2.35E+00
4192	2.51E+00
4191	2.69E+00
